id,schema_name,score,gold_masked_text,predicted_masked_text,normalized_gold,normalized_predicted
a_private_url_002,private_url,1,客服您好，我剛剛退貨的單號是[account_number]，商品瑕疵的照片我已經上傳到雲端了，連結是 [private_url]，麻煩確認一下。,客服您好，我剛剛退貨的單號是[account_number]，商品瑕疵的照片我已經上傳到雲端了，連結是 [private_url]，麻煩確認一下。,客服您好，我剛剛退貨的單號是[account_number]，商品瑕疵的照片我已經上傳到雲端了，連結是[private_url]，麻煩確認一下。,客服您好，我剛剛退貨的單號是[account_number]，商品瑕疵的照片我已經上傳到雲端了，連結是[private_url]，麻煩確認一下。
a_private_url_003,private_url,1,廠商您好，我是全職接案的KOL[private_person]，我的IG帳號連結是 [private_url]，如果有保養品合作機會歡迎聯繫我的信箱。,廠商您好，我是全職接案的KOL[private_person]，我的IG帳號連結是 [private_url]，如果有保養品合作機會歡迎聯繫我的信箱。,廠商您好，我是全職接案的KOL[private_person]，我的IG帳號連結是[private_url]，如果有保養品合作機會歡迎聯繫我的信箱。,廠商您好，我是全職接案的KOL[private_person]，我的IG帳號連結是[private_url]，如果有保養品合作機會歡迎聯繫我的信箱。
a_private_url_004,private_url,0,房東太太好，我對您在591上刊登的[private_address]的套房很有興趣，這是我個人的臉書 [private_url]，我沒有養寵物也不抽菸。,房東太太好，我對您在591上刊登的新北市永和區[private_address]的套房很有興趣，這是我個人的臉書 [private_url]，我沒有養寵物也不抽菸。,房東太太好，我對您在591上刊登的[private_address]的套房很有興趣，這是我個人的臉書[private_url]，我沒有養寵物也不抽菸。,房東太太好，我對您在591上刊登的新北市永和區[private_address]的套房很有興趣，這是我個人的臉書[private_url]，我沒有養寵物也不抽菸。
a_private_url_005,private_url,1,理賠專員您好，關於我的車禍醫療收據，診所開的電子收據我放在這個短網址 [private_url]，有需要正本我再寄過去。,理賠專員您好，關於我的車禍醫療收據，診所開的電子收據我放在這個短網址 [private_url]，有需要正本我再寄過去。,理賠專員您好，關於我的車禍醫療收據，診所開的電子收據我放在這個短網址[private_url]，有需要正本我再寄過去。,理賠專員您好，關於我的車禍醫療收據，診所開的電子收據我放在這個短網址[private_url]，有需要正本我再寄過去。
a_private_url_006,private_url,1,你好，這是我接案用的個人網站：[private_url]，裡面有包含UI/UX跟平面設計的作品集，報價單也在裡面可以參考。,你好，這是我接案用的個人網站：[private_url]，裡面有包含UI/UX跟平面設計的作品集，報價單也在裡面可以參考。,你好，這是我接案用的個人網站：[private_url]，裡面有包含UI/UX跟平面設計的作品集，報價單也在裡面可以參考。,你好，這是我接案用的個人網站：[private_url]，裡面有包含UI/UX跟平面設計的作品集，報價單也在裡面可以參考。
a_private_url_007,private_url,1,警察先生，我要報案，這個人在Dcard上發文詐騙，他的個人主頁是 [private_url]，受害者不只我一個。,警察先生，我要報案，這個人在Dcard上發文詐騙，他的個人主頁是 [private_url]，受害者不只我一個。,警察先生，我要報案，這個人在Dcard上發文詐騙，他的個人主頁是[private_url]，受害者不只我一個。,警察先生，我要報案，這個人在Dcard上發文詐騙，他的個人主頁是[private_url]，受害者不只我一個。
a_private_url_008,private_url,1,老闆，我想要訂做客製化蛋糕，這是我朋友的IG [private_url]，我想做一個跟她限動貼出的那一顆一模一樣的，請問這樣大概多少錢？,老闆，我想要訂做客製化蛋糕，這是我朋友的IG [private_url]，我想做一個跟她限動貼出的那一顆一模一樣的，請問這樣大概多少錢？,老闆，我想要訂做客製化蛋糕，這是我朋友的IG[private_url]，我想做一個跟她限動貼出的那一顆一模一樣的，請問這樣大概多少錢？,老闆，我想要訂做客製化蛋糕，這是我朋友的IG[private_url]，我想做一個跟她限動貼出的那一顆一模一樣的，請問這樣大概多少錢？
a_private_url_009,private_url,0,會計師您好，關於今年度申報的勞務報酬單，我把掃描檔整理在這個連結 [private_url]，密碼是我的身分證末四碼加上生日。,會計師您好，關於今年度申報的勞務報酬單，我把掃描檔整理在這個連結 [private_url]，密碼是我的身分證末四碼加上[private_date]。,會計師您好，關於今年度申報的勞務報酬單，我把掃描檔整理在這個連結[private_url]，密碼是我的身分證末四碼加上生日。,會計師您好，關於今年度申報的勞務報酬單，我把掃描檔整理在這個連結[private_url]，密碼是我的身分證末四碼加上[private_date]。
a_private_url_010,private_url,1,你們餐廳的服務態度真的很差！我已經把今天受氣的過程寫在我的痞客邦了 [private_url]，我一定會叫親友都不要去吃！,你們餐廳的服務態度真的很差！我已經把今天受氣的過程寫在我的痞客邦了 [private_url]，我一定會叫親友都不要去吃！,你們餐廳的服務態度真的很差！我已經把今天受氣的過程寫在我的痞客邦了[private_url]，我一定會叫親友都不要去吃！,你們餐廳的服務態度真的很差！我已經把今天受氣的過程寫在我的痞客邦了[private_url]，我一定會叫親友都不要去吃！
a_private_url_011,private_url,1,原PO拍拍，我之前也遇過類似的渣男，你可以看我之前發的這篇避雷文 [private_url]，手法根本一模一樣。,原PO拍拍，我之前也遇過類似的渣男，你可以看我之前發的這篇避雷文 [private_url]，手法根本一模一樣。,原PO拍拍，我之前也遇過類似的渣男，你可以看我之前發的這篇避雷文[private_url]，手法根本一模一樣。,原PO拍拍，我之前也遇過類似的渣男，你可以看我之前發的這篇避雷文[private_url]，手法根本一模一樣。
a_private_url_012,private_url,0,工程師您好，我們公司的系統從[private_date]開始就一直跳出錯誤代碼500，錯誤畫面的截圖我傳到 [private_url]，請幫忙盡快排除。,工程師您好，我們公司的系統從今天早上[private_date]開始就一直跳出錯誤代碼500，錯誤畫面的截圖我傳到 [private_url]，請幫忙盡快排除。,工程師您好，我們公司的系統從[private_date]開始就一直跳出錯誤代碼500，錯誤畫面的截圖我傳到[private_url]，請幫忙盡快排除。,工程師您好，我們公司的系統從今天早上[private_date]開始就一直跳出錯誤代碼500，錯誤畫面的截圖我傳到[private_url]，請幫忙盡快排除。
a_private_url_013,private_url,1,面試官您好，我是應徵前端工程師的[private_person]，這是我用React自己寫的線上履歷 [private_url]，原始碼也有附在裡面。,面試官您好，我是應徵前端工程師的[private_person]，這是我用React自己寫的線上履歷 [private_url]，原始碼也有附在裡面。,面試官您好，我是應徵前端工程師的[private_person]，這是我用React自己寫的線上履歷[private_url]，原始碼也有附在裡面。,面試官您好，我是應徵前端工程師的[private_person]，這是我用React自己寫的線上履歷[private_url]，原始碼也有附在裡面。
a_private_url_014,private_url,1,您好，我要報名週末的二手市集攤位，這是我的個人粉絲專頁 [private_url]，平常主要販售古著跟二手底片相機。,您好，我要報名週末的二手市集攤位，這是我的個人粉絲專頁 [private_url]，平常主要販售古著跟二手底片相機。,您好，我要報名週末的二手市集攤位，這是我的個人粉絲專頁[private_url]，平常主要販售古著跟二手底片相機。,您好，我要報名週末的二手市集攤位，這是我的個人粉絲專頁[private_url]，平常主要販售古著跟二手底片相機。
a_private_url_015,private_url,0,您好，我是車牌ABC-8899的車主，[private_date]在國道被追撞的行車紀錄器影片我已經上傳雲端，連結是 [private_url]，請保險公司確認肇事責任。,您好，我是車牌[secret]的車主，昨天下午在國道被追撞的行車紀錄器影片我已經上傳雲端，連結是 [private_url]，請保險公司確認肇事責任。,您好，我是車牌ABC-8899的車主，[private_date]在國道被追撞的行車紀錄器影片我已經上傳雲端，連結是[private_url]，請保險公司確認肇事責任。,您好，我是車牌[secret]的車主，昨天下午在國道被追撞的行車紀錄器影片我已經上傳雲端，連結是[private_url]，請保險公司確認肇事責任。
a_private_url_016,private_url,1,紅娘你好，我是編號[account_number]的會員，想請你幫我安排跟上次那位女生見面，這是我平常生活照的IG [private_url]，可以先傳給她看。,紅娘你好，我是編號[account_number]的會員，想請你幫我安排跟上次那位女生見面，這是我平常生活照的IG [private_url]，可以先傳給她看。,紅娘你好，我是編號[account_number]的會員，想請你幫我安排跟上次那位女生見面，這是我平常生活照的IG[private_url]，可以先傳給她看。,紅娘你好，我是編號[account_number]的會員，想請你幫我安排跟上次那位女生見面，這是我平常生活照的IG[private_url]，可以先傳給她看。
a_private_url_017,private_url,1,我在你們官網買的洋裝根本跟照片不一樣，色差超嚴重！我拍了對比圖放在 [private_url]，如果不能全額退款我一定會去消基會檢舉。,我在你們官網買的洋裝根本跟照片不一樣，色差超嚴重！我拍了對比圖放在 [private_url]，如果不能全額退款我一定會去消基會檢舉。,我在你們官網買的洋裝根本跟照片不一樣，色差超嚴重！我拍了對比圖放在[private_url]，如果不能全額退款我一定會去消基會檢舉。,我在你們官網買的洋裝根本跟照片不一樣，色差超嚴重！我拍了對比圖放在[private_url]，如果不能全額退款我一定會去消基會檢舉。
a_private_url_018,private_url,0,新人您好，恭喜兩位！我是婚攝[private_person]，我的完整婚禮紀錄作品集可以參考我的個人網站 [private_url]，如果有喜歡這個風格我們再約時間詳談。,新人您好，恭喜兩位！我是婚攝張大智，我的完整婚禮紀錄作品集可以參考我的個人網站 [private_url]，如果有喜歡這個風格我們再約時間詳談。,新人您好，恭喜兩位！我是婚攝[private_person]，我的完整婚禮紀錄作品集可以參考我的個人網站[private_url]，如果有喜歡這個風格我們再約時間詳談。,新人您好，恭喜兩位！我是婚攝張大智，我的完整婚禮紀錄作品集可以參考我的個人網站[private_url]，如果有喜歡這個風格我們再約時間詳談。
a_private_url_019,private_url,0,專員您好，因為信箱附檔容量限制，我把近半年的薪轉存摺封面和內頁明細打包成ZIP檔，下載連結是 [private_url]，解壓縮密碼是我的身分證字號。,專員您好，因為信箱附檔容量限制，我把近半年的薪轉存摺封面和內頁明細打包成ZIP檔，下載連結是 [private_url]，解壓縮密碼是我的 [secret]。,專員您好，因為信箱附檔容量限制，我把近半年的薪轉存摺封面和內頁明細打包成ZIP檔，下載連結是[private_url]，解壓縮密碼是我的身分證字號。,專員您好，因為信箱附檔容量限制，我把近半年的薪轉存摺封面和內頁明細打包成ZIP檔，下載連結是[private_url]，解壓縮密碼是我的[secret]。
a_private_url_020,private_url,1,小編你好，我中了這次中秋節抽獎的二獎，這是我的得獎帳號連結 [private_url]，請問獎品是會直接寄到我的收件地址嗎？,小編你好，我中了這次中秋節抽獎的二獎，這是我的得獎帳號連結 [private_url]，請問獎品是會直接寄到我的收件地址嗎？,小編你好，我中了這次中秋節抽獎的二獎，這是我的得獎帳號連結[private_url]，請問獎品是會直接寄到我的收件地址嗎？,小編你好，我中了這次中秋節抽獎的二獎，這是我的得獎帳號連結[private_url]，請問獎品是會直接寄到我的收件地址嗎？
a_secret_001,secret,1,媽，我剛用你的卡刷了高鐵票，卡號是[account_number]，背面末三碼是[secret]，你等下收一下簡訊OTP。,媽，我剛用你的卡刷了高鐵票，卡號是[account_number]，背面末三碼是[secret]，你等下收一下簡訊OTP。,媽，我剛用你的卡刷了高鐵票，卡號是[account_number]，背面末三碼是[secret]，你等下收一下簡訊OTP。,媽，我剛用你的卡刷了高鐵票，卡號是[account_number]，背面末三碼是[secret]，你等下收一下簡訊OTP。
a_secret_002,secret,1,您好，您剛剛申請的網銀轉帳驗證碼為[secret]，請於三分鐘內輸入，請勿將此密碼告知他人喔。,您好，您剛剛申請的網銀轉帳驗證碼為[secret]，請於三分鐘內輸入，請勿將此密碼告知他人喔。,您好，您剛剛申請的網銀轉帳驗證碼為[secret]，請於三分鐘內輸入，請勿將此密碼告知他人喔。,您好，您剛剛申請的網銀轉帳驗證碼為[secret]，請於三分鐘內輸入，請勿將此密碼告知他人喔。
a_secret_003,secret,0,欸[private_person]，我們家Netflix的密碼改了喔，新密碼是[secret]，你不要再隨便把帳號給別人了。,欸陳大文，我們家Netflix的密碼改了喔，新密碼是[secret]，你不要再隨便把帳號給別人了。,欸[private_person]，我們家Netflix的密碼改了喔，新密碼是[secret]，你不要再隨便把帳號給別人了。,欸陳大文，我們家Netflix的密碼改了喔，新密碼是[secret]，你不要再隨便把帳號給別人了。
a_secret_004,secret,1,綠界金流測試環境的 HashKey 我先放在這裡：[secret]，你今天下班前先拿去把 API 串好。,綠界金流測試環境的 HashKey 我先放在這裡：[secret]，你今天下班前先拿去把 API 串好。,綠界金流測試環境的HashKey我先放在這裡：[secret]，你今天下班前先拿去把API串好。,綠界金流測試環境的HashKey我先放在這裡：[secret]，你今天下班前先拿去把API串好。
a_secret_005,secret,1,客服你好，我用 Postman 測試時發現這串 JWT token [secret] 居然可以直接拿到管理員權限，請盡快修復。,客服你好，我用 Postman 測試時發現這串 JWT token [secret] 居然可以直接拿到管理員權限，請盡快修復。,客服你好，我用Postman測試時發現這串JWTtoken[secret]居然可以直接拿到管理員權限，請盡快修復。,客服你好，我用Postman測試時發現這串JWTtoken[secret]居然可以直接拿到管理員權限，請盡快修復。
a_secret_006,secret,1,我怕忘記，所以把冷錢包的助記詞寫在這：[secret]，這樣應該夠安全了吧？,我怕忘記，所以把冷錢包的助記詞寫在這：[secret]，這樣應該夠安全了吧？,我怕忘記，所以把冷錢包的助記詞寫在這：[secret]，這樣應該夠安全了吧？,我怕忘記，所以把冷錢包的助記詞寫在這：[secret]，這樣應該夠安全了吧？
a_secret_007,secret,0,AWS EC2 的私鑰片段是 [secret]，剩下的我用 LINE 傳給你，你自己組起來連進去看看。,AWS EC2 的私鑰片段是 -----BEGIN RSA PRIVATE KEY----- MIIEowIBAAKCAQEA，剩下的我用 LINE 傳給你，你自己組起來連進去看看。,AWSEC2的私鑰片段是[secret]，剩下的我用LINE傳給你，你自己組起來連進去看看。,AWSEC2的私鑰片段是-----BEGINRSAPRIVATEKEY-----MIIEowIBAAKCAQEA，剩下的我用LINE傳給你，你自己組起來連進去看看。
a_secret_008,secret,0,[private_person]你好，請問 302 號房的 Wi-Fi 密碼是[secret]嗎？我用手機一直連不上，再麻煩確認一下。,林房東你好，請問 302 號房的 Wi-Fi 密碼是[private_phone]嗎？我用手機一直連不上，再麻煩確認一下。,[private_person]你好，請問302號房的Wi-Fi密碼是[secret]嗎？我用手機一直連不上，再麻煩確認一下。,林房東你好，請問302號房的Wi-Fi密碼是[private_phone]嗎？我用手機一直連不上，再麻煩確認一下。
a_secret_009,secret,1,我剛好在加班，蝦皮智取店的取貨驗證碼是[secret]，你下班經過如果看到麻煩順便幫我拿一下包裹。,我剛好在加班，蝦皮智取店的取貨驗證碼是[secret]，你下班經過如果看到麻煩順便幫我拿一下包裹。,我剛好在加班，蝦皮智取店的取貨驗證碼是[secret]，你下班經過如果看到麻煩順便幫我拿一下包裹。,我剛好在加班，蝦皮智取店的取貨驗證碼是[secret]，你下班經過如果看到麻煩順便幫我拿一下包裹。
a_secret_010,secret,1,好的，那電話授權的部分，我的信用卡號是[account_number]，背面的授權碼是[secret]，效期到明年八月。,好的，那電話授權的部分，我的信用卡號是[account_number]，背面的授權碼是[secret]，效期到明年八月。,好的，那電話授權的部分，我的信用卡號是[account_number]，背面的授權碼是[secret]，效期到明年八月。,好的，那電話授權的部分，我的信用卡號是[account_number]，背面的授權碼是[secret]，效期到明年八月。
a_secret_011,secret,1,你好，我是 IT 部門的[private_person]，新進員工的預設開機密碼統一都是 [secret]，登入後請記得立刻修改。,你好，我是 IT 部門的[private_person]，新進員工的預設開機密碼統一都是 [secret]，登入後請記得立刻修改。,你好，我是IT部門的[private_person]，新進員工的預設開機密碼統一都是[secret]，登入後請記得立刻修改。,你好，我是IT部門的[private_person]，新進員工的預設開機密碼統一都是[secret]，登入後請記得立刻修改。
a_secret_012,secret,1,幫我把專案裡 OpenAI 的 API key 換成這組 [secret]，原本那組的免費額度好像快被刷爆了。,幫我把專案裡 OpenAI 的 API key 換成這組 [secret]，原本那組的免費額度好像快被刷爆了。,幫我把專案裡OpenAI的APIkey換成這組[secret]，原本那組的免費額度好像快被刷爆了。,幫我把專案裡OpenAI的APIkey換成這組[secret]，原本那組的免費額度好像快被刷爆了。
a_secret_013,secret,1,健保快易通的登入驗證碼我剛收到了，是 [secret]，你幫我登進去看一下我上週去台大醫院抽血的報告出來了沒。,健保快易通的登入驗證碼我剛收到了，是 [secret]，你幫我登進去看一下我上週去台大醫院抽血的報告出來了沒。,健保快易通的登入驗證碼我剛收到了，是[secret]，你幫我登進去看一下我上週去台大醫院抽血的報告出來了沒。,健保快易通的登入驗證碼我剛收到了，是[secret]，你幫我登進去看一下我上週去台大醫院抽血的報告出來了沒。
a_secret_014,secret,1,測試機資料庫的 root 密碼我暫時先設成 [secret]，請大家千萬不要不小心把設定檔推上 GitHub 喔。,測試機資料庫的 root 密碼我暫時先設成 [secret]，請大家千萬不要不小心把設定檔推上 GitHub 喔。,測試機資料庫的root密碼我暫時先設成[secret]，請大家千萬不要不小心把設定檔推上GitHub喔。,測試機資料庫的root密碼我暫時先設成[secret]，請大家千萬不要不小心把設定檔推上GitHub喔。
a_secret_015,secret,1,綜所稅申報系統的手機認證碼是 [secret]，有效期間只有五分鐘，你趕快輸入進去不然又要重新寄一次。,綜所稅申報系統的手機認證碼是 [secret]，有效期間只有五分鐘，你趕快輸入進去不然又要重新寄一次。,綜所稅申報系統的手機認證碼是[secret]，有效期間只有五分鐘，你趕快輸入進去不然又要重新寄一次。,綜所稅申報系統的手機認證碼是[secret]，有效期間只有五分鐘，你趕快輸入進去不然又要重新寄一次。
a_secret_016,secret,1,兄弟，我的傳說對決帳號密碼是 [secret]，我這週末要去教召，你幫我登進去解一下每日任務。,兄弟，我的傳說對決帳號密碼是 [secret]，我這週末要去教召，你幫我登進去解一下每日任務。,兄弟，我的傳說對決帳號密碼是[secret]，我這週末要去教召，你幫我登進去解一下每日任務。,兄弟，我的傳說對決帳號密碼是[secret]，我這週末要去教召，你幫我登進去解一下每日任務。
a_secret_017,secret,1,客服您好，我在貴站買的吹風機要辦理退刷，當初填的信用卡卡號是[account_number]，末三碼是[secret]。,客服您好，我在貴站買的吹風機要辦理退刷，當初填的信用卡卡號是[account_number]，末三碼是[secret]。,客服您好，我在貴站買的吹風機要辦理退刷，當初填的信用卡卡號是[account_number]，末三碼是[secret]。,客服您好，我在貴站買的吹風機要辦理退刷，當初填的信用卡卡號是[account_number]，末三碼是[secret]。
a_secret_018,secret,1,我剛離開健身房才發現水壺忘在裡面，置物櫃的密碼鎖我設定成 [secret]，如果你還在的話可以幫我拿一下嗎？,我剛離開健身房才發現水壺忘在裡面，置物櫃的密碼鎖我設定成 [secret]，如果你還在的話可以幫我拿一下嗎？,我剛離開健身房才發現水壺忘在裡面，置物櫃的密碼鎖我設定成[secret]，如果你還在的話可以幫我拿一下嗎？,我剛離開健身房才發現水壺忘在裡面，置物櫃的密碼鎖我設定成[secret]，如果你還在的話可以幫我拿一下嗎？
a_secret_019,secret,1,我的手機摔壞了，還好之前有把 Google Authenticator 的備用還原碼存下來，像是 [secret]，這樣我才能登入信箱。,我的手機摔壞了，還好之前有把 Google Authenticator 的備用還原碼存下來，像是 [secret]，這樣我才能登入信箱。,我的手機摔壞了，還好之前有把GoogleAuthenticator的備用還原碼存下來，像是[secret]，這樣我才能登入信箱。,我的手機摔壞了，還好之前有把GoogleAuthenticator的備用還原碼存下來，像是[secret]，這樣我才能登入信箱。
a_secret_020,secret,1,剛剛中華電信傳了市話線上繳費的簡訊動態密碼 [secret] 到我的手機，你用這個密碼登入去幫我把這期帳單繳掉。,剛剛中華電信傳了市話線上繳費的簡訊動態密碼 [secret] 到我的手機，你用這個密碼登入去幫我把這期帳單繳掉。,剛剛中華電信傳了市話線上繳費的簡訊動態密碼[secret]到我的手機，你用這個密碼登入去幫我把這期帳單繳掉。,剛剛中華電信傳了市話線上繳費的簡訊動態密碼[secret]到我的手機，你用這個密碼登入去幫我把這期帳單繳掉。
